dataset,record_id,title,tier,decision,models_called,sprt_early_stop,p_include,exclude_certainty_passes,loss_prefers_exclude,effective_difficulty,publication_hard_keyword,title_patterns,study_design_include_title_hits,study_design_exclude_title_hits,criteria_notes_review_of_reviews,inferred_path
Walker_2018,https://openalex.org/W2082464418,"Aberrations of holokinetic chromosomes and associated lethality after x-irradiation of meiotic stages in Tetranychus urticae Koch (acari, tetranychidae)",2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2029210691,Transcriptomic and proteomic analyses of seasonal photoperiodism in the pea aphid,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2184998178,Sudden death due to ischemic heart disease among adolescents and young adults before and after the socio-economic changes in 1989 of Hungary,2,EXCLUDE,2,True,0.007532588003541521,True,True,0.49971438146990377,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2013197402,"Genetic activities of 4-chloromethylbiphenyl, the 4-hydroxy derivative and benzyl chloride in the soma and germ line of Drosophila melanogaster",2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2419306274,[Analysis of mutations induced by alkylating compounds in Drosophila sperm. I. Character of visible changes induced by N-nitrosoethylurea and ethylmethanesulfonate in a succession of Drosophila generations].,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2057651886,"Plastic and Heritable Variation in Shell Thickness of the Intertidal Gastropod Nucella lapillus Associated with Risks of Crab Predation and Wave Action, and Sexual Maturation",2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2008035850,Timing of inter-generational prevention of adiposity and type 2 diabetes,2,EXCLUDE,2,True,0.007539134951163914,True,True,0.4994030084704597,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W1983320873,Sublethal effects of Beauveria bassiana (Balsamo) Vuillemin (Deuteromycotina: Hyphomycetes) on the whitefly Bemisia tabaci (Gennadius) (Hemiptera: Aleyrodidae) under laboratory conditions,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2136130473,From father to son: transgenerational effect of tetracycline on sperm viability,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W1976672898,Role of cholesterol in germ-line development ofCaenorhabditis elegans,2,EXCLUDE,2,True,0.0075321517408103965,True,True,0.49973513968041494,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2138149454,Thermal legacies: transgenerational effects of temperature on growth in a vertebrate,2,EXCLUDE,2,True,0.007535642544219033,True,True,0.49956907402790135,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2044948622,Induction of mosaic sex-linked recessive lethals in the different germ cell stages of Drosophila melanogaster by bleomycin,2,EXCLUDE,2,True,0.007534333305023912,True,True,0.4996313486384206,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2400805927,"The effect of chronic irradiation on the biology of Musca domestica L. (Diptera, Muscidae) through successive generations.",2,EXCLUDE,2,True,0.0075321517408103965,True,True,0.49973513968041494,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2265892381,Effects of thiotepa on the productivity of male Aedes aegypti,2,EXCLUDE,2,True,0.007532588003541521,True,True,0.49971438146990377,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2132507417,Male attractiveness regulates daughter fecundity non-genetically via maternal investment,2,EXCLUDE,2,True,0.007543793988065841,True,True,0.4991815879384184,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2039919507,"Immigration Measures and Reproductive Health Among Hispanic Youth: Findings from the National Longitudinal Survey of Youth, 1997–2003",2,EXCLUDE,2,True,0.007534333305023912,True,True,0.4996313486384206,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2419147530,The effects of microgravity on the character of progeny of Drosophila melanogaster.,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W1977414551,Longevity and the long arm of epigenetics: Acquired parental marks influence lifespan across several generations,2,EXCLUDE,2,True,0.0075321517408103965,True,True,0.49973513968041494,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2161902597,Understanding the increased risk of neural tube defect-affected pregnancies among Mexico-born women in California: immigration and anthropometric factors,2,EXCLUDE,2,True,0.007532588003541521,True,True,0.49971438146990377,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2068774006,"The inheritance of aggressiveness in the convict cichlid fish, Cichlasoma nigrofasciatum (Pisces: Cichlidae)",2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2150173639,What Do We Need to Know prior to Thinking about Incorporating an Epigenetic Evaluation into Safety Assessments?2,2,EXCLUDE,2,True,0.0075321517408103965,True,True,0.49973513968041494,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2142664378,Irradiation of Adult Epiphyas postvittana (Lepidoptera: Tortricidae): Egg Sterility in Parental and F1 Generations,2,EXCLUDE,2,True,0.007533315163773078,True,True,0.4996797844546084,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2093015813,A family study of coronary risk factors in Geelong,2,EXCLUDE,2,True,0.007543793988065841,True,True,0.4991815879384184,,,,,False,post_llm_router_or_output_mutation
Cohen_ACEInhibitors,pubmed:10080457,Effect of angiotensin converting enzyme inhibition on sudden cardiac death in patients following acute myocardial infarction. A meta-analysis of randomized clinical trials.,0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,RCT|meta-analysis,,False,metadata_publication_hard_rule_precheck
Cohen_AtypicalAntipsychotics,pubmed:10868465,Atypical antipsychotics and weight gain--a systematic review.,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,False,metadata_publication_hard_rule_precheck
Cohen_AtypicalAntipsychotics,pubmed:11440294,Meta-analysis comparing newer antipsychotic drugs for the treatment of schizophrenia: evaluating the indirect approach.,0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,meta-analysis,,False,metadata_publication_hard_rule_precheck
Cohen_AtypicalAntipsychotics,pubmed:12084413,Newer atypical antipsychotic medication in comparison to clozapine: a systematic review of randomized trials.,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,False,metadata_publication_hard_rule_precheck
Cohen_AtypicalAntipsychotics,pubmed:12747876,New generation antipsychotics versus low-potency conventional antipsychotics: a systematic review and meta-analysis.,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,False,metadata_publication_hard_rule_precheck
Cohen_AtypicalAntipsychotics,pubmed:12796218,A meta-analysis of the efficacy of second-generation antipsychotics.,0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,meta-analysis,,False,metadata_publication_hard_rule_precheck
Cohen_AtypicalAntipsychotics,pubmed:12832232,"Relapse prevention in schizophrenia with new-generation antipsychotics: a systematic review and exploratory meta-analysis of randomized, controlled trials.",0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,False,metadata_publication_hard_rule_precheck
Cohen_AtypicalAntipsychotics,pubmed:9988841,"Efficacy and extrapyramidal side-effects of the new antipsychotics olanzapine, quetiapine, risperidone, and sertindole compared to conventional antipsychotics and placebo. A meta-analysis of randomized controlled trials.",0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,randomized controlled trial|meta-analysis|randomized controlled trials,,False,metadata_publication_hard_rule_precheck
Cohen_BetaBlockers,pubmed:10826501,Endothelin-1 induces interleukin-6 release via activation of the transcription factor NF-kappaB in human vascular smooth muscle cells.,1,EXCLUDE,2,True,0.002280846330292972,True,True,0.4999134042985447,,,,,False,post_llm_router_or_output_mutation
Cohen_CalciumChannelBlockers,pubmed:11130522,Health outcomes associated with calcium antagonists compared with other first-line antihypertensive therapies: a meta-analysis of randomised controlled trials.,0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,,meta-analysis,False,metadata_publication_hard_rule_precheck
Cohen_CalciumChannelBlockers,pubmed:9231814,Safety of nifedipine in patients with hypertension: a meta-analysis.,0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,,meta-analysis,False,metadata_publication_hard_rule_precheck
Cohen_CalciumChannelBlockers,pubmed:9416985,Risk of serious adverse events in hypertensive patients receiving isradipine: a meta-analysis.,0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,,meta-analysis,False,metadata_publication_hard_rule_precheck
Cohen_CalciumChannelBlockers,pubmed:9931077,Safety of nifedipine in angina pectoris: a meta-analysis.,0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,,meta-analysis,False,metadata_publication_hard_rule_precheck
Cohen_Estrogens,pubmed:7824251,Hormone replacement therapy and endometrial cancer risk: a meta-analysis.,0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,meta-analysis,,False,metadata_publication_hard_rule_precheck
Cohen_OralHypoglycemics,pubmed:9551006,Modeling all-cause mortality: projections of the impact of smoking cessation based on the NHEFS. NHANES I Epidemiologic Follow-up Study.,2,EXCLUDE,2,True,0.00630028530581298,True,True,0.49991396861080106,,,,,False,post_llm_router_or_output_mutation
Cohen_ProtonPumpInhibitors,pubmed:10383518,Evaluation of treatment regimens to cure Helicobacter pylori infection--a meta-analysis.,0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,,,False,metadata_publication_hard_rule_precheck
Cohen_ProtonPumpInhibitors,pubmed:11421865,Proton pump inhibitors versus H2-antagonists: a meta-analysis of their efficacy in treating bleeding peptic ulcer.,0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,,,False,metadata_publication_hard_rule_precheck
Cohen_ProtonPumpInhibitors,pubmed:9731991,Efficacy of lansoprazole in eradicating Helicobacter pylori: a meta-analysis.,0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,,,False,metadata_publication_hard_rule_precheck
Cohen_Statins,pubmed:10612322,Effect of statins on risk of coronary disease: a meta-analysis of randomized controlled trials.,0,EXCLUDE,0,False,,,,,meta-analysis,meta-analysis,randomized controlled trial|randomized controlled trials,,False,metadata_publication_hard_rule_precheck
Cohen_Statins,pubmed:14568856,Effects of statins on nonlipid serum markers associated with cardiovascular disease: a systematic review.,0,EXCLUDE,0,False,,,,,systematic review,systematic review,,,False,metadata_publication_hard_rule_precheck
